nest,nest_letter,forest,forest_binary,pit,pit_letter,initiation_clutch,sample_ID,sample,year,river,period,outcome,s_f,dect_days,type,sample_time_hours,sample_elapsed_min,tol,mass,smi,testosterone,testosterone_limit,testosterone_nada,dht,dht_limit,dht_nada,cortisol,cortisol_limit,cortisol_detected,cortisol_nada,corticosterone,corticosterone_limit,corticosterone_nada,leeches,leeches_binomial,run,run_year
10_13,A,64.3,high,659003,A,442,194,194,2013,s,one month,success,1,23,t0,12.06,1.67,41.2,495,487.68,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,6,1,1,2019
10_13,A,64.3,high,659003,A,442,271,271,2013,s,initiation,success,1,0,t0,12.07,1.82,40.8,480,487.24,3.77,0,FALSE,3.5697,0,FALSE,4.2888,0,1,FALSE,0.8,1,TRUE,3,1,1,2019
10_15,B,64.3,high,788628,B,232,149,149,2015,s,initiation,success,1,0,t60,16.1,65.82,42.7,490,432.66,5.8,0,FALSE,5.4558,0,FALSE,4.9479,0,1,FALSE,0.8,1,TRUE,10,1,1,2019
10_15,B,64.3,high,788628,B,232,269,269,2015,s,initiation,success,1,0,t0,16,1.82,42.7,490,432.66,5.02,0,FALSE,3.8679,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,10,1,1,2019
10_16,C,64.3,high,788628,B,605,140,140,2016,s,one month,cannibal,0,40,t60,14.27,62.33,43.5,630,525.52,0.2,1,TRUE,1,1,TRUE,4.8006,0,1,FALSE,1.0279,0,FALSE,3,1,1,2019
10_16,C,64.3,high,788628,B,605,171,171,2016,s,one month,cannibal,0,40,t0,13.27,2.57,43.5,630,525.52,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,3,1,2,2019
104_14,D,55.2,low,75768,C,627,126,126_3,2014,m,one month,cannibal,0,29,t60,12.61,62.62,49.2,705,403.29,0.2,1,TRUE,1,1,TRUE,14.0586,0,1,FALSE,5.1992,0,FALSE,0,0,3,2022
104_14,D,55.2,low,75768,C,627,162,162_3,2014,m,initiation,cannibal,0,0,t0,11.36,1.82,50.2,700,376.49,12.162,0,FALSE,9.4013,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
104_14,D,55.2,low,75768,C,627,220,220_3,2014,m,one month,cannibal,0,29,t0,11.58,0.82,49.2,705,403.29,0.2,1,TRUE,1,1,TRUE,1.4384,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
106_17,E,55.2,low,842110,D,240,149,149_3,2017,m,one month,cannibal,0,32,t60,11.53,61.5,53.6,890,391.61,0.2,1,TRUE,1,1,TRUE,7.4284,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
106_17,E,55.2,low,842110,D,240,229,229_3,2017,m,initiation,cannibal,0,3,t60,15.63,61.17,53.3,860,384.98,0.4289,0,FALSE,1,1,TRUE,3.8595,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
106_17,E,55.2,low,842110,D,240,231,231_3,2017,m,initiation,cannibal,0,3,t0,14.64,1.53,53.3,860,384.98,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
106_17,E,55.2,low,842110,D,240,99,99_3,2017,m,one month,cannibal,0,32,t0,10.55,2.75,53.6,890,391.61,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
107_21,F,55.2,low,566257,E,402,120,120_3,2021,m,one month,cannibal,0,25,t0,11.18,1.47,56.1,1180,451.54,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
107_21,F,55.2,low,566257,E,402,133,133_3,2021,m,initiation,cannibal,0,1,t60,11.37,67.3,55.3,1080,431.87,20.4669,0,FALSE,12.3823,0,FALSE,3.8777,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
107_21,F,55.2,low,566257,E,402,197,197_3,2021,m,initiation,cannibal,0,1,t0,10.3,3.15,55.3,1080,431.87,18.2172,0,FALSE,7.3395,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
107_21,F,55.2,low,566257,E,402,32,32_3,2021,m,one month,cannibal,0,25,t60,12.24,64.65,56.1,1180,451.54,0.2,1,TRUE,1,1,TRUE,9.3045,0,1,FALSE,4.2275,0,FALSE,0,0,3,2022
135_14,G,64.3,high,672688,F,339,19,19,2014,s,one month,success,1,30,t0,12.71,2.97,33.2,275,524.92,0.29,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
135_14,G,64.3,high,672688,F,339,221,221,2014,s,one month,success,1,30,t60,13.71,62.97,33.2,275,524.92,0.35,0,FALSE,1,1,TRUE,4.6117,0,1,FALSE,1.9331,0,FALSE,0,0,1,2019
135_14,G,64.3,high,672688,F,339,401,401,2014,s,initiation,success,1,0,t0,13.27,3.57,33,212,412.22,9.89,0,FALSE,7.9839,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,2,2019
135_15,H,64.3,high,672688,F,326,57,57,2015,s,initiation,success,1,0,t60,12.85,61.85,34.8,285,470.96,8.91,0,FALSE,9.3163,0,FALSE,4.7057,0,1,FALSE,0.8,1,TRUE,0,0,1,2019
135_15,H,64.3,high,672688,F,326,222,222,2015,s,initiation,success,1,0,t0,11.82,0.87,34.8,285,470.96,7.64,0,FALSE,6.1238,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
137_15,I,64.3,high,972668,G,332,188,188,2015,s,initiation,success,1,0,t0,13.99,1.85,45,570,428.57,0.55,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,8,1,2,2019
137_15,I,64.3,high,972668,G,332,344,344,2015,s,initiation,success,1,0,t60,15,60.7,45,570,428.57,0.86,0,FALSE,1,1,TRUE,5.9191,0,1,FALSE,0.8,1,TRUE,8,1,2,2019
14_16,J,64.3,high,16019,H,195,98,98,2016,s,one month,success,1,29,t60,12.24,63.42,41.2,405,399.01,0.2,1,TRUE,1,1,TRUE,6.007,0,1,FALSE,1.5531,0,FALSE,5,1,1,2019
14_16,J,64.3,high,16019,H,195,203,203,2016,s,one month,success,1,29,t0,11.27,4.95,41.2,405,399.01,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,5,1,1,2019
143_14,K,66.5,high,7B0E23,I,369,18,18,2014,s,initiation,success,1,0,t0,15.97,1.97,39.9,335,364.11,12.9,0,FALSE,5.6461,0,FALSE,1.1552,0,1,FALSE,0.8,1,TRUE,8,1,1,2019
143_14,K,66.5,high,7B0E23,I,369,154,154,2014,s,one month,success,1,30,t60,12.28,62.03,40.7,385,393.76,0.23,0,FALSE,1,1,TRUE,6.8833,0,1,FALSE,2.1562,0,FALSE,0,0,2,2019
143_14,K,66.5,high,7B0E23,I,369,195,195,2014,s,one month,success,1,30,t0,11.3,3.12,40.7,385,393.76,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
145_16,L,66.5,high,75286,J,240,80,80,2016,s,one month,cannibal,0,32,t0,12.1,2.17,48.3,730,441.89,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,1,1,1,2019
145_16,L,66.5,high,75286,J,240,202,202,2016,s,one month,cannibal,0,32,t60,13.08,60.93,48.3,730,441.89,0.4,0,FALSE,1,1,TRUE,11.5276,0,1,FALSE,6.214,0,FALSE,1,1,1,2019
145_18,M,66.5,high,66282,K,NA,363,363,2018,s,one month,success,1,25,t0,10.64,1.65,38.8,315,372.98,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,2,2019
145_18,M,66.5,high,66282,K,NA,394,394,2018,s,one month,success,1,25,t60,11.65,62.27,38.8,315,372.98,0.2,1,TRUE,1,1,TRUE,6.8288,0,1,FALSE,0.8,1,TRUE,0,0,2,2019
146_15,N,66.5,high,662236,L,465,92,92,2015,s,initiation,success,1,0,t60,12.24,63.17,43.7,440,361.91,5.37,0,FALSE,4.3402,0,FALSE,4.6414,0,1,FALSE,0.8,1,TRUE,2,1,1,2019
146_15,N,66.5,high,662236,L,465,325,325,2015,s,initiation,success,1,0,t0,11.18,2.67,43.7,440,361.91,4.2,0,FALSE,3.6036,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,2,2019
146_18,O,66.5,high,980243,M,NA,124,124,2018,s,one month,success,1,24,t0,11.34,1.77,43.7,460,378.36,0.21,0,FALSE,1,1,TRUE,2.451,0,1,FALSE,0.8,1,TRUE,1,1,1,2019
146_18,O,66.5,high,980243,M,NA,400,400,2018,s,one month,success,1,24,t60,12.31,59.75,43.7,460,378.36,0.29,0,FALSE,1,1,TRUE,8.3601,0,1,FALSE,1.4853,0,FALSE,1,1,2,2019
15_13,P,66.5,high,16019,H,366,89,89,2013,s,initiation,cannibal,0,0,t0,11.05,2.43,37.8,325,416.87,1.25,0,FALSE,1.4171,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
15_13,P,66.5,high,16019,H,366,311,311,2013,s,one month,cannibal,0,27,t0,16.1,1.72,38,425,536.4,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,2,2019
151_15,Q,66.5,high,34424,N,363,216,216,2015,s,initiation,success,1,0,t0,13.98,1.2,44.8,570,434.46,11.75,0,FALSE,6.1124,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
151_15,Q,66.5,high,34424,N,363,326,326,2015,s,initiation,success,1,0,t60,14.98,60.33,44.8,570,434.46,11.92,0,FALSE,8.0009,0,FALSE,5.9712,0,1,FALSE,2.1146,0,FALSE,0,0,2,2019
193_20,R,64.3,high,570A13,O,332,134,134_3,2020,s,initiation,success,1,1,t60,12.53,60.03,47.8,620,387.46,58.85,0,FALSE,33.9843,0,FALSE,5.8002,0,1,FALSE,2.6736,0,FALSE,1,1,3,2022
193_20,R,64.3,high,570A13,O,332,34,34_3,2020,s,one month,success,1,29,t0,10.76,2.58,48.5,650,388.51,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,3,2022
193_20,R,64.3,high,570A13,O,332,59,59_3,2020,s,one month,success,1,29,t60,11.71,59.9,48.5,650,388.51,0.2,1,TRUE,1,1,TRUE,5.3568,0,1,FALSE,1.3215,0,FALSE,2,1,3,2022
198_15,S,64.3,high,6D7623,P,1006,49,49,2015,s,one month,cannibal,0,39,t60,13.4,60.32,46.5,850,578.02,0.2,1,TRUE,1,1,TRUE,8.2583,0,1,FALSE,4.3854,0,FALSE,1,1,1,2019
198_15,S,64.3,high,6D7623,P,1006,196,196,2015,s,initiation,cannibal,0,0,t0,10.4,3.82,46.5,650,442.01,10.8,0,FALSE,6.3298,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,1,2019
198_15,S,64.3,high,6D7623,P,1006,200,200,2015,s,one month,cannibal,0,39,t0,12.44,2.83,46.5,850,578.02,0.2,1,TRUE,1,1,TRUE,1.6493,0,1,FALSE,0.8,1,TRUE,1,1,1,2019
198_15,S,64.3,high,6D7623,P,1006,282,282,2015,s,initiation,cannibal,0,0,t60,11.4,60,46.5,650,442.01,9.89,0,FALSE,6.5878,0,FALSE,5.5971,0,1,FALSE,1.1488,0,FALSE,2,1,1,2019
198_17,T,64.3,high,6D7623,P,914,15,15,2017,s,initiation,cannibal,0,2,t60,16.58,60,47.3,640,413.05,6.74,0,FALSE,3.123,0,FALSE,9.4063,0,1,FALSE,3.7888,0,FALSE,6,1,1,2019
198_17,T,64.3,high,6D7623,P,914,25,25,2017,s,one month,cannibal,0,29,t0,16.27,1.33,48.1,640,392.37,0.2,1,TRUE,1,1,TRUE,2.2427,0,1,FALSE,0.8,1,TRUE,0,0,1,2019
198_17,T,64.3,high,6D7623,P,914,146,146,2017,s,initiation,cannibal,0,2,t0,15.58,0.97,47.3,640,413.05,7.16,0,FALSE,2.7311,0,FALSE,1.5084,0,1,FALSE,0.8,1,TRUE,6,1,1,2019
198_17,T,64.3,high,6D7623,P,914,362,362,2017,s,one month,cannibal,0,29,t60,17.27,61.07,48.1,640,392.37,0.2,1,TRUE,1,1,TRUE,6.8945,0,1,FALSE,1.1722,0,FALSE,0,0,2,2019
200_15,U,66.5,high,65622,Q,235,148,148,2015,s,initiation,success,1,0,t60,11.63,60,36.8,280,389.89,0.2,1,TRUE,1,1,TRUE,4.6163,0,1,FALSE,0.8,1,TRUE,7,1,1,2019
206_21,V,55.2,low,565461,R,280,43,43_3,2021,m,one month,cannibal,0,28,t60,14.39,60.2,51,830,425.3,0.2,1,TRUE,1,1,TRUE,16.6571,0,1,FALSE,3.1579,0,FALSE,0,0,3,2022
206_21,V,55.2,low,565461,R,280,86,86_3,2021,m,initiation,cannibal,0,1,t0,14.8,3.13,50.8,820,425.27,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
206_21,V,55.2,low,565461,R,280,89,89_3,2021,m,one month,cannibal,0,28,t0,14.39,60.2,51,830,425.3,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
206_21,V,55.2,low,565461,R,280,92,92_3,2021,m,initiation,cannibal,0,1,t60,15.77,61.3,50.8,820,425.27,0.5483,0,FALSE,1,1,TRUE,2.3074,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
21_18,W,64.3,high,659062,S,NA,396,396,2018,s,one month,success,1,NA,t0,10.64,1.35,41,515,515,0.2,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,2,2019
21_21,X,64.3,high,659062,S,445,19,19_3,2021,s,one month,cannibal,0,31,t0,10.58,1.42,45.2,805,597.09,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,1,1,3,2022
21_21,X,64.3,high,659062,S,445,208,208_3,2021,s,initiation,cannibal,0,1,t0,11.38,2.02,45.1,600,448.07,7.31,0,FALSE,5.2946,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
21_21,X,64.3,high,659062,S,445,39,39_3,2021,s,initiation,cannibal,0,1,t60,12.37,61.2,45.1,600,448.07,7.31,0,FALSE,5.0844,0,FALSE,2.2697,0,1,FALSE,2.8502,0,FALSE,4,1,3,2022
21_21,X,64.3,high,659062,S,445,98,98_3,2021,s,one month,cannibal,0,31,t60,11.57,60.73,45.2,805,597.09,0.2,1,TRUE,1,1,TRUE,5.5229,0,1,FALSE,1.8066,0,FALSE,1,1,3,2022
221_20,Y,67.9,high,557083,T,515,119,119_3,2020,s,one month,success,1,34,t0,14.17,2.57,43.8,500,408.39,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
221_20,Y,67.9,high,557083,T,515,129,129_3,2020,s,one month,success,1,34,t60,15.13,60.48,43.8,500,408.39,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
221_20,Y,67.9,high,557083,T,515,193,193_3,2020,s,initiation,success,1,2,t0,12.35,2.82,42.9,460,400.39,4.2,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
221_20,Y,67.9,high,557083,T,515,194,194_3,2020,s,initiation,success,1,2,t60,13.34,61.9,42.9,460,400.39,5.02,0,FALSE,3.2903,0,FALSE,1.505,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
222_19,Z,61.9,low,565282,U,523,209,209_3,2019,s,initiation,cannibal,0,1,t0,12.75,1.28,37.2,270,363.72,4.2732,0,FALSE,3.0993,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
222_19,Z,61.9,low,565282,U,523,63,63_3,2019,s,one month,cannibal,0,32,t0,12.52,1.83,38.2,370,459.53,0.2,1,TRUE,1,1,TRUE,1.0114,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
222_19,Z,61.9,low,565282,U,523,87,87_3,2019,s,one month,cannibal,0,32,t60,13.5,60.67,28.2,370,459.53,0.2,1,TRUE,1,1,TRUE,12.5246,0,1,FALSE,4.2597,0,FALSE,0,0,3,2022
224_17,AA,64.3,high,672165,V,137,52,52,2017,s,one month,success,1,27,t60,15.78,59.17,43.6,520,430.72,0.2,0,FALSE,1,1,TRUE,5.1943,0,1,FALSE,0.9678,0,FALSE,1,1,1,2019
224_17,AA,64.3,high,672165,V,137,240,240,2017,s,one month,success,1,27,t0,14.81,1.03,43.6,520,430.72,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,1,1,1,2019
224_17,AA,64.3,high,672165,V,137,333,333,2017,s,initiation,success,1,0,t0,12.27,1.5,43.1,520,446.22,45.37,0,FALSE,13.4408,0,FALSE,1.0916,0,1,FALSE,0.8,1,TRUE,2,1,2,2019
224_17,AA,64.3,high,672165,V,137,348,348,2017,s,initiation,success,1,0,t60,13.25,59.03,43.1,520,446.22,52.02,0,FALSE,148.4178,0,FALSE,2.4604,0,1,FALSE,1.0262,0,FALSE,2,1,2,2019
267_15,AB,67.9,high,868832,W,1152,263,263,2015,s,initiation,success,1,0,t0,15.7,2.47,48.1,600,367.84,91.78,0,FALSE,23.8547,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,1,2019
267_15,AB,67.9,high,868832,W,1152,279,279,2015,s,initiation,success,1,0,t60,16.77,64,48.1,600,367.84,94.47,0,FALSE,43.1243,0,FALSE,6.8632,0,1,FALSE,0.9522,0,FALSE,0,0,1,2019
275_19,AC,61.9,low,890795,X,283,168,168_3,2019,s,one month,cannibal,0,29,t60,12.05,60.18,55.3,1025,409.87,0.2,1,TRUE,1,1,TRUE,9.4349,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
275_19,AC,61.9,low,890795,X,283,198,198_3,2019,s,initiation,cannibal,0,1,t60,13.2,60.97,56,1020,392.45,8.2205,0,FALSE,5.6339,0,FALSE,4.965,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
275_19,AC,61.9,low,890795,X,283,45,45_3,2019,s,initiation,cannibal,0,1,t0,12.21,1.88,56,1020,392.45,6.708,0,FALSE,4.0557,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
275_19,AC,61.9,low,890795,X,283,47,47_3,2019,s,one month,cannibal,0,29,t0,11.08,1.57,55.3,1025,409.87,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
275_20,AD,61.9,low,890795,X,360,115,115_3,2020,s,one month,success,1,31,t60,11.69,60.55,55,960,390.33,0.2,1,TRUE,1,1,TRUE,6.5053,0,1,FALSE,3.1022,0,FALSE,0,0,3,2022
275_20,AD,61.9,low,890795,X,360,145,145_3,2020,s,initiation,success,1,1,t60,11.22,2.9,55.5,1000,395.48,4.6616,0,FALSE,3.222,0,FALSE,1.9732,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
275_20,AD,61.9,low,890795,X,360,170,170_3,2020,s,initiation,success,1,1,t0,11.22,2.9,55.5,1000,395.48,3.4264,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
275_20,AD,61.9,low,890795,X,360,26,26_3,2020,s,one month,success,1,31,t0,10.71,1.73,55,960,390.33,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
281_19,AE,67.9,high,565070,Y,204,13,13_3,2019,s,initiation,cannibal,0,2,t0,11.79,1.08,44.8,590,449.7,1.65,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
281_19,AE,67.9,high,565070,Y,204,144,144_3,2019,s,initiation,cannibal,0,2,t60,12.79,60.78,44.8,590,449.7,1.96,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
281_19,AE,67.9,high,565070,Y,204,68,68_3,2019,s,one month,cannibal,0,33,t60,13.1,63.03,44.5,565,439.6,0.2,1,TRUE,1,1,TRUE,7.7583,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
281_19,AE,67.9,high,565070,Y,204,9,9_3,2019,s,one month,cannibal,0,33,t0,12.1,2.83,44.5,565,439.6,0.2,1,TRUE,1,1,TRUE,3.1084,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
289_18,AF,67.9,high,914343,Z,542,5,5,2018,s,initiation,cannibal,0,0,t0,16.51,1.65,45.4,510,373.2,1.12,0,FALSE,1,1,TRUE,1.385,0,1,FALSE,0.8,1,TRUE,5,1,1,2019
289_18,AF,67.9,high,914343,Z,542,32,32,2018,s,one month,cannibal,0,25,t0,13.5,2.58,45.7,590,423.12,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,3,1,1,2019
289_18,AF,67.9,high,914343,Z,542,212,212,2018,s,one month,cannibal,0,25,t60,14.5,62.8,45.7,590,423.12,0.2,1,TRUE,1,1,TRUE,4.3831,0,1,FALSE,0.8,1,TRUE,3,1,1,2019
289_18,AF,67.9,high,914343,Z,542,329,329,2018,s,initiation,cannibal,0,0,t60,17.51,60.32,45.4,510,373.2,1.01,0,FALSE,1,1,TRUE,4.443,0,1,FALSE,1.3774,0,FALSE,5,1,2,2019
297_16,AG,55.2,low,83128,AA,362,101,101_3,2016,m,one month,cannibal,0,30,t60,11.43,60.62,44.3,660,520.65,0.2,1,TRUE,1,1,TRUE,3.1789,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
297_16,AG,55.2,low,83128,AA,362,65,65_3,2016,m,one month,cannibal,0,30,t0,10.46,2.58,44.3,660,520.65,0.4924,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
298_15,AH,55.2,low,75768,C,699,146,146_3,2015,m,one month,cannibal,0,52,t60,12.38,59.18,50.1,835,451.85,0.4405,0,FALSE,1,1,TRUE,3.774,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
298_15,AH,55.2,low,75768,C,699,159,159_3,2015,m,one month,cannibal,0,52,t0,11.41,1.03,50.1,835,451.85,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
298_15,AH,55.2,low,75768,C,699,196,196_3,2015,m,initiation,cannibal,0,0,t60,15.25,60.83,49.8,650,358.27,22.3426,0,FALSE,8.478,0,FALSE,4.9147,0,1,FALSE,0.8,1,TRUE,0,0,3,2022
298_15,AH,55.2,low,75768,C,699,228,228_3,2015,m,initiation,cannibal,0,0,t0,14.27,2.07,49.8,650,358.27,18.6823,0,FALSE,4.7974,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
298_16,AI,55.2,low,75768,C,154,154,154_3,2016,m,one month,cannibal,0,34,t60,16.53,60.92,50.6,680,356.95,0.3336,0,FALSE,1,1,TRUE,8.8087,0,1,FALSE,2.2573,0,FALSE,0,0,3,2022
298_16,AI,55.2,low,75768,C,154,164,164_3,2016,m,initiation,cannibal,0,4,t60,10.89,30,49.4,770,435.03,48.1666,0,FALSE,22.2627,0,FALSE,0.8,1,0,TRUE,5.3017,0,FALSE,0,0,3,2022
298_16,AI,55.2,low,75768,C,154,18,18_3,2016,m,one month,cannibal,0,34,t0,15.55,1.67,50.6,680,356.95,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
298_16,AI,55.2,low,75768,C,154,37,37_3,2016,m,initiation,cannibal,0,4,t0,10.92,2,49.4,770,435.03,41.9943,0,FALSE,17.2902,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,3,2022
3_13,AJ,64.3,high,674235,AB,345,218,218,2013,s,one month,success,1,27,t0,11.87,1.1,43.7,430,353.69,0.34,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,1,2019
3_13,AJ,64.3,high,674235,AB,345,299,299,2013,s,initiation,success,1,0,t0,15.76,2.25,44,445,358.43,12.36,0,FALSE,6.6825,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,2,2019
3_14,AK,64.3,high,674235,AB,345,152,152,2014,s,initiation,success,1,0,t0,12.65,2,45.1,445,332.32,8.33,0,FALSE,7.8031,0,FALSE,1.237,0,1,FALSE,0.8,1,TRUE,0,0,2,2019
3_14,AK,64.3,high,674235,AB,345,191,191,2014,s,one month,success,1,39,t60,16.39,61.8,44.8,485,369.67,0.2,1,TRUE,1,1,TRUE,5.9469,0,1,FALSE,2.6489,0,FALSE,0,0,1,2019
3_14,AK,64.3,high,674235,AB,345,322,322,2014,s,one month,success,1,39,t0,15.38,1.27,44.8,485,369.67,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,0,0,2,2019
3_15,AL,64.3,high,674235,AB,415,93,93,2015,s,initiation,success,1,0,t60,13.5,61.95,46,520,365.52,8.79,0,FALSE,7.6242,0,FALSE,5.3776,0,1,FALSE,1.3401,0,FALSE,1,1,1,2019
3_15,AL,64.3,high,674235,AB,415,350,350,2015,s,initiation,success,1,0,t0,12.46,1.85,46,520,365.52,7.38,0,FALSE,5.4972,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,1,1,2,2019
3_17,AM,64.3,high,674235,AB,172,317,317,2017,s,one month,success,1,29,t0,11.77,0.9,47.5,550,350.41,0.2,1,TRUE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,5,1,2,2019
3_17,AM,64.3,high,674235,AB,172,382,382,2017,s,one month,success,1,29,t60,12.75,60.05,47.5,550,350.41,0.2,1,TRUE,1,1,TRUE,8.8463,0,1,FALSE,1.5658,0,FALSE,5,1,2,2019
3_17,AM,64.3,high,674235,AB,172,408,408,2017,s,initiation,success,1,1,t0,14.38,1.98,47.5,580,369.52,1.3,0,FALSE,2.1245,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,7,1,2,2019
3_17,AM,64.3,high,674235,AB,172,409,409,2017,s,initiation,success,1,1,t60,15.4,60.98,47.5,580,369.52,1.85,0,FALSE,3.3879,0,FALSE,6.6495,0,1,FALSE,2.3027,0,FALSE,7,1,2,2019
308_17,AN,67.8,high,83242,AC,364,67,67,2017,s,one month,success,1,34,t0,12.67,1.08,44.5,500,389.03,0.3,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,1,2019
308_17,AN,67.8,high,83242,AC,364,137,137,2017,s,one month,success,1,34,t60,13.65,59.83,44.5,500,389.03,0.47,0,FALSE,1,1,TRUE,11.1111,0,1,FALSE,3.4584,0,FALSE,2,1,1,2019
308_17,AN,67.8,high,83242,AC,364,214,214,2017,s,initiation,success,1,2,t60,15.71,62.33,47,490,322.47,8.05,0,FALSE,7.9516,0,FALSE,2.3391,0,1,FALSE,1.4104,0,FALSE,2,1,1,2019
308_17,AN,67.8,high,83242,AC,364,339,339,2017,s,initiation,success,1,2,t0,14.67,4.03,47,490,322.47,7.35,0,FALSE,7.3122,0,FALSE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,2,2019
310_20,AO,67.8,high,92271,AD,282,148,148_3,2020,s,one month,cannibal,0,34,t0,10.91,3.37,48,660,407.22,0.26,0,FALSE,1,1,TRUE,0.8,1,0,TRUE,0.8,1,TRUE,2,1,3,2022
310_20,AO,67.8,high,92271,AD,282,199,199_3,2020,s,one month,cannibal,0,34,t60,11.89,61.73,48,660,407.22,0.42,0,FALSE,1,1,TRUE,2.3365,0,1,FALSE,0.8,1,TRUE,2,1,3,2022
